user_id,action_name,expected_event_count,expected_active_days,expected_rank
user_027,跨行转入,11,10,3
user_027,收款码,10,10,4
user_027,短信验证,10,10,5
user_028,查看黄金行情,13,13,1
user_028,买黄金,12,11,2
user_028,查还款结果,10,10,3
user_028,查看理财产品,9,9,4
user_028,结构性存款,9,9,5
user_029,上传收入证明,21,21,1
user_029,查还款结果,10,10,2
user_029,购买理财,10,10,3
user_029,跨行转入,10,9,4
user_029,添加银行卡,9,8,5
user_030,查看基金净值,13,13,1
user_030,查交易结果,12,11,2
user_030,查看理财产品,12,11,3
user_030,购买理财,11,11,4
user_030,查还款结果,11,11,5
user_031,查看黄金行情,16,14,1
user_031,查交易结果,13,13,2
user_031,银行卡管理,11,11,3
user_031,结构性存款,10,8,4
user_031,短信验证,9,9,5
user_032,开通快捷支付,21,21,1
user_032,查还款结果,13,12,2
user_032,风险评估,12,10,3
user_032,短信验证,11,10,4
user_032,查看基金净值,10,10,5
user_033,信用卡账单,35,35,1
user_033,查询汇率牌价,21,21,2
user_033,收款码,12,11,3
user_033,快捷支付,11,9,4
user_033,银行卡管理,10,9,5
user_034,买黄金,8,8,1
user_034,风险评估,8,8,2
user_034,查账户明细,8,6,3
user_034,查交易明细,7,7,4
user_034,还信用卡,7,7,5
user_035,买黄金,20,18,1
user_035,查还款结果,18,17,2
user_035,查看黄金行情,15,15,3
user_035,风险评估,11,10,4
user_035,跨行转入,10,10,5
user_036,银行卡管理,12,12,1
user_036,查交易结果,11,9,2
user_036,结构性存款,10,9,3
user_036,短信验证,10,9,4
user_036,查银行卡,9,9,5
user_037,基金定投,37,37,1
user_037,查银行卡,13,13,2
user_037,查看黄金行情,10,10,3
user_037,收款码,9,8,4
user_037,预约网点取号,9,7,5
user_038,跨行转入,13,10,1
user_038,买黄金,12,11,2
user_038,查交易结果,11,11,3
user_038,查看黄金行情,10,9,4
user_038,还信用卡,9,9,5
user_039,短信验证,11,10,1
user_039,查交易结果,9,9,2
user_039,风险评估,9,9,3
user_039,查还款结果,9,8,4
user_039,银行卡管理,8,8,5
user_040,风险评估,11,10,1
user_040,查交易结果,10,9,2
user_040,结构性存款,9,9,3
user_040,预约网点取号,9,8,4
user_040,添加银行卡,8,8,5
user_041,查账单,19,19,1
user_041,添加银行卡,12,12,2
user_041,查余额,10,10,3
user_041,跨行转入,10,9,4
user_041,风险评估,9,9,5
user_042,风险评估,9,9,1
user_042,查看基金净值,9,9,2
user_042,收款码,9,9,3
user_042,短信验证,9,8,4
user_042,添加银行卡,9,8,5
user_043,短信验证,10,9,1
user_043,收款码,8,8,2
user_043,查还款结果,8,7,3
user_043,添加银行卡,7,7,4
user_043,查账户明细,7,6,5
user_044,查看理财产品,13,13,1
user_044,查交易结果,13,12,2
user_044,风险评估,12,11,3
user_044,查账户明细,9,8,4
user_044,查还款结果,8,8,5
user_045,查还款结果,15,15,1
user_045,查交易结果,13,12,2
user_045,风险评估,13,12,3
user_045,跨行转入,11,9,4
user_045,查看理财产品,10,9,5
user_046,预约网点取号,13,12,1
user_046,跨行转入,10,8,2
user_046,查看基金净值,9,9,3
user_046,买黄金,8,8,4
user_046,查交易结果,8,7,5
user_047,查还款结果,17,17,1
user_047,预约网点取号,13,11,2
user_047,买黄金,10,10,3
user_047,短信验证,9,9,4
user_047,银行卡管理,9,8,5
user_048,查还款结果,13,12,1
user_048,买黄金,8,8,2
user_048,快捷支付,8,7,3
user_048,查账户明细,7,7,4
user_048,银行卡管理,7,7,5
user_049,信用卡账单,29,27,1
user_049,申请贷款试算,21,21,2
user_049,风险评估,12,11,3
user_049,查看基金净值,11,11,4
user_049,预约网点取号,11,10,5
user_050,查交易结果,11,9,1
user_050,查账单,10,10,2
user_050,收款码,10,8,3
user_050,快捷支付,8,8,4
user_050,查银行卡,8,8,5
user_051,查看基金净值,12,10,1
user_051,查还款结果,11,11,2
user_051,结构性存款,10,10,3
user_051,买黄金,10,9,4
user_051,查看黄金行情,8,8,5
user_052,信用卡账单,26,24,1
user_052,风险评估,9,9,2
user_052,查交易结果,9,8,3
user_052,查看理财产品,8,8,4
user_052,查银行卡,7,7,5
user_053,快捷支付,12,12,1
user_053,查交易明细,12,11,2
user_053,短信验证,11,11,3
user_053,收款码,11,10,4
user_053,查还款结果,10,10,5
user_054,查还款结果,16,16,1
user_054,风险评估,16,14,2
user_054,查看理财产品,14,13,3
user_054,查交易结果,10,10,4
user_054,快捷支付,9,9,5
user_055,银行卡管理,14,13,1
user_055,查还款结果,13,12,2
user_055,查账户明细,11,9,3
user_055,还信用卡,10,10,4
user_055,快捷支付,10,10,5
user_056,查交易明细,11,10,1
user_056,查看理财产品,11,10,2
user_056,短信验证,11,10,3
user_056,查账单,10,10,4
user_056,跨行转入,9,9,5
user_057,修改转账限额,21,21,1
user_057,短信验证,15,14,2
user_057,添加银行卡,14,11,3
user_057,查还款结果,12,12,4
user_057,查看基金净值,11,10,5
user_058,查账单,32,32,1
user_058,查询汇率牌价,14,14,2
user_058,查看黄金行情,13,12,3
user_058,风险评估,11,10,4
user_058,查交易明细,10,10,5
user_059,上传收入证明,21,21,1
user_059,开通快捷支付,9,6,2
user_059,查交易结果,8,7,3
user_059,预约网点取号,8,7,4
user_059,查还款结果,7,7,5
user_060,查余额,31,31,1
user_060,快捷支付,9,8,2
user_060,买黄金,8,8,3
user_060,查交易结果,8,7,4
user_060,查看黄金行情,7,6,5
user_061,添加银行卡,7,7,1
user_061,银行卡管理,6,6,2
user_061,查还款结果,6,6,3
user_061,还信用卡,5,5,4
user_061,信用卡账单,5,5,5
user_062,查看基金净值,10,10,1
user_062,查看理财产品,9,9,2
user_062,风险评估,8,7,3
user_062,基金定投,7,7,4
user_062,购买理财,6,6,5
user_063,查余额,36,34,1
user_063,申请贷款试算,14,14,2
user_063,购买旅行保险,8,5,3
user_063,查交易结果,5,5,4
user_063,结构性存款,4,4,5
user_064,查看基金净值,11,11,1
user_064,查预约记录,7,7,2
user_064,预约取号,7,7,3
user_064,选择网点,7,7,4
user_064,基金定投,6,6,5
user_065,查账单,24,24,1
user_065,查询汇率牌价,21,21,2
user_065,信用卡账单,10,10,3
user_065,风险评估,7,7,4
user_065,查看社保,6,6,5
user_066,短信验证,8,7,1
user_066,收款码,4,4,2
user_066,预约网点取号,4,4,3
user_066,查看基金净值,4,4,4
user_066,添加银行卡,4,4,5
user_067,风险评估,7,7,1
user_067,购买理财,7,7,2
user_067,查看理财产品,7,7,3
user_067,查看基金净值,6,5,4
user_067,基金定投,5,5,5
user_068,查交易结果,10,10,1
user_068,查银行卡,8,8,2
user_068,给朋友转账,8,8,3
user_068,查余额,8,8,4
user_068,开通快捷支付,8,6,5
user_069,查看基金净值,11,11,1
user_069,风险评估,10,9,2
user_069,基金定投,8,8,3
user_069,添加银行卡,8,6,4
user_069,购买理财,7,7,5
user_070,短信验证,6,5,1
user_070,风险评估,5,5,2
user_070,查银行卡,5,5,3
user_070,汇款跟踪,5,5,4
user_070,查交易明细,4,4,5
user_071,跨行转入,9,9,1
user_071,申请贷款试算,9,5,2
user_071,查账户明细,5,5,3
user_071,查交易结果,4,4,4
user_071,收款码,4,4,5
user_072,查看基金净值,7,7,1
user_072,查交易明细,5,5,2
user_072,短信验证,5,5,3
user_072,购买旅行保险,5,4,4
user_072,结构性存款,4,4,5
user_073,给朋友转账,10,10,1
user_073,查余额,7,7,2
user_073,查交易结果,6,6,3
user_073,预约网点取号,6,6,4
user_073,查询汇率牌价,6,4,5
user_074,还信用卡,31,29,1
user_074,查看基金净值,6,6,2
user_074,查余额,6,6,3
user_074,查看理财产品,5,5,4
user_074,上传收入证明,5,4,5
user_075,修改转账限额,7,5,1
user_075,跨行转入,4,4,2
user_075,收款码,4,4,3
user_075,预约网点取号,4,4,4
user_075,短信验证,3,3,5
user_076,查看社保,6,6,1
user_076,下载流水,6,6,2
user_076,添加银行卡,5,5,3
user_076,查看黄金行情,5,5,4
user_076,查看基金净值,5,5,5
user_077,银行卡管理,8,8,1
user_077,风险评估,6,6,2
user_077,短信验证,5,5,3
user_077,买黄金,4,4,4
user_077,查交易明细,3,3,5
user_078,工资转账,20,20,1
user_078,查看基金净值,8,8,2
user_078,预约网点取号,5,5,3
user_078,银行卡管理,5,5,4
user_078,短信验证,4,4,5
user_079,开通快捷支付,9,5,1
user_079,添加银行卡,5,5,2
user_079,查看理财产品,4,4,3
user_079,查看基金净值,4,4,4
user_079,买黄金,3,3,5
user_080,开通快捷支付,21,21,1
user_080,工资转账,10,10,2
user_080,购买理财,7,7,3
user_080,买黄金,4,4,4
user_080,查银行卡,4,4,5
user_081,申请贷款试算,21,21,1
user_081,购买旅行保险,8,6,2
user_081,查还款结果,5,5,3
user_081,购买理财,5,5,4
user_081,银行卡管理,5,5,5
user_082,查余额,10,10,1
user_082,快捷支付,5,5,2
user_082,查还款结果,4,4,3
user_082,风险评估,4,4,4
user_082,预约网点取号,4,4,5
user_083,上传收入证明,7,5,1
user_083,基金定投,6,6,2
user_083,风险评估,5,5,3
user_083,查交易结果,5,5,4
user_083,收款码,4,4,5
user_084,申请贷款试算,7,4,1
user_084,查交易明细,5,5,2
user_084,收款码,5,5,3
user_084,查还款结果,5,5,4
user_084,给朋友转账,4,4,5
user_085,查交易结果,9,9,1
user_085,给朋友转账,6,6,2
user_085,查余额,6,6,3
user_085,查预约记录,5,5,4
user_085,预约取号,5,5,5
user_086,买黄金,7,7,1
user_086,基金定投,7,7,2
user_086,查看公积金,7,7,3
user_086,查看基金净值,4,4,4
user_086,查交易结果,4,4,5
user_087,修改转账限额,21,21,1
user_087,信用卡账单,10,10,2
user_087,给朋友转账,7,7,3
user_087,查看黄金行情,5,5,4
user_087,添加银行卡,5,5,5
user_088,给朋友转账,10,10,1
user_088,工资转账,6,6,2
user_088,短信验证,5,5,3
user_088,风险评估,4,4,4
user_088,银行卡管理,3,3,5
user_089,查余额,8,8,1
user_089,查看工资流水,8,8,2
user_089,申请贷款试算,5,5,3
user_089,添加银行卡,5,5,4
user_089,短信验证,5,4,5
user_090,上传收入证明,6,4,1
user_090,查交易明细,4,4,2
user_090,查交易结果,4,4,3
user_090,结构性存款,3,3,4
user_090,添加银行卡,3,3,5
user_091,购买理财,34,32,1
user_091,购买旅行保险,8,4,2
user_091,查账单,7,7,3
user_091,添加银行卡,4,4,4
user_091,预约网点取号,4,4,5
user_092,预约网点取号,8,8,1
user_092,买黄金,4,4,2
user_092,收款码,4,4,3
user_092,查看基金净值,3,3,4
user_092,查交易明细,3,3,5
user_093,申请贷款试算,21,21,1
user_093,信用卡账单,6,6,2
user_093,添加银行卡,4,4,3
user_093,买黄金,4,4,4
user_093,下载流水,4,2,5
user_094,给朋友转账,24,22,1
user_094,快捷支付,9,9,2
user_094,开通快捷支付,9,5,3
user_094,个税试算,3,3,4
user_094,查交易结果,3,3,5
user_095,查余额,10,10,1
user_095,查还款结果,7,7,2
user_095,买黄金,6,6,3
user_095,查看工资流水,5,5,4
user_095,查看社保,5,5,5
user_096,查交易结果,9,9,1
user_096,购买旅行保险,9,5,2
user_096,还信用卡,6,6,3
user_096,查还款结果,5,5,4
user_096,买黄金,4,4,5
user_097,查预约记录,8,8,1
user_097,预约取号,8,8,2
user_097,选择网点,8,8,3
user_097,收款码,5,5,4
user_097,查还款结果,3,3,5
user_098,查交易结果,4,4,1
user_098,查账户明细,4,4,2
user_098,查看工资流水,4,2,3
user_098,查交易明细,3,3,4
user_098,买黄金,3,3,5
user_099,修改转账限额,7,4,1
user_099,预约网点取号,4,4,2
user_099,查看理财产品,4,4,3
user_099,收款码,4,4,4
user_099,风险评估,3,3,5
user_100,查余额,34,34,1
user_100,查看社保,5,5,2
user_100,下载流水,5,5,3
user_100,查交易明细,4,4,4
user_100,结构性存款,4,4,5
user_101,收款码,6,6,1
user_101,跨行转入,5,5,2
user_101,风险评估,4,4,3
user_101,查看理财产品,4,4,4
user_101,快捷支付,3,3,5
user_102,购买旅行保险,8,4,1
user_102,查还款结果,3,3,2
user_102,结构性存款,3,3,3
user_102,短信验证,3,3,4
user_102,查看基金净值,2,2,5
user_103,申请贷款试算,9,6,1
user_103,结构性存款,6,6,2
user_103,买黄金,5,5,3
user_103,查账户明细,5,5,4
user_103,风险评估,5,5,5
user_104,汇款跟踪,8,7,1
user_104,查交易明细,4,4,2
user_104,买黄金,3,3,3
user_104,查还款结果,3,3,4
user_104,查看黄金行情,3,3,5
user_105,开通快捷支付,14,14,1
user_105,查询汇率牌价,8,6,2
user_105,收款码,7,7,3
user_105,结构性存款,6,6,4
user_105,风险评估,4,4,5
user_106,信用卡账单,32,30,1
user_106,收款码,7,7,2
user_106,购买旅行保险,7,5,3
user_106,查看理财产品,4,4,4
user_106,跨行转入,4,4,5
user_107,购买理财,22,22,1
user_107,修改转账限额,21,21,2
user_107,查看工资流水,4,2,3
user_107,收款码,3,3,4
user_107,查银行卡,3,3,5
user_108,购买理财,35,33,1
user_108,查银行卡,11,11,2
user_108,查看公积金,7,7,3
user_108,申请贷款试算,6,4,4
user_108,查看基金净值,5,5,5
user_109,购买旅行保险,21,21,1
user_109,给朋友转账,10,10,2
user_109,查看黄金行情,7,7,3
user_109,查看理财产品,4,4,4
user_109,查交易明细,3,3,5
user_110,查还款结果,10,10,1
user_110,查看社保,8,8,2
user_110,个税试算,8,8,3
user_110,查看理财产品,8,8,4
user_110,还信用卡,7,7,5
user_111,短信验证,11,11,1
user_111,银行卡管理,10,10,2
user_111,添加银行卡,10,10,3
user_111,查交易结果,8,8,4
user_111,查看黄金行情,7,7,5
user_112,查询汇率牌价,21,21,1
user_112,信用卡账单,10,10,2
user_112,个税试算,7,7,3
user_112,查还款结果,3,3,4
user_112,银行卡管理,3,3,5
user_113,上传收入证明,5,5,1
user_113,查看黄金行情,5,5,2
user_113,查看社保,5,5,3
user_113,查看工资流水,5,5,4
user_113,短信验证,5,5,5
user_114,查交易结果,8,8,1
user_114,短信验证,8,8,2
user_114,银行卡管理,7,7,3
user_114,查看理财产品,5,5,4
user_114,添加银行卡,5,5,5
user_115,查看黄金行情,10,9,1
user_115,查还款结果,9,9,2
user_115,买黄金,7,7,3
user_115,还信用卡,6,6,4
user_115,信用卡账单,6,6,5
user_116,查看基金净值,11,11,1
user_116,基金定投,8,8,2
user_116,短信验证,3,3,3
user_116,结构性存款,3,3,4
user_116,买黄金,3,3,5
user_117,基金定投,10,10,1
user_117,查看理财产品,7,7,2
user_117,查看基金净值,5,5,3
user_117,银行卡管理,4,4,4
user_117,结构性存款,4,4,5
user_118,买黄金,10,10,1
user_118,查还款结果,9,9,2
user_118,查看黄金行情,8,8,3
user_118,还信用卡,8,8,4
user_118,信用卡账单,8,8,5
user_119,给朋友转账,10,10,1
user_119,跨行转入,9,9,2
user_119,银行卡管理,5,5,3
user_119,查看理财产品,4,4,4
user_119,查交易结果,4,4,5
user_120,开通快捷支付,14,14,1
user_120,基金定投,10,10,2
user_120,查看工资流水,8,8,3
user_120,查看公积金,8,8,4
user_120,汇款跟踪,7,7,5
user_121,查询汇率牌价,21,21,1
user_121,还信用卡,10,10,2
user_121,购买理财,6,6,3
user_121,预约网点取号,4,4,4
user_121,查看黄金行情,4,4,5
user_122,开通快捷支付,14,14,1
user_122,上传收入证明,7,6,2
user_122,查银行卡,4,4,3
user_122,跨行转入,4,4,4
user_122,快捷支付,3,3,5
user_123,开通快捷支付,21,21,1
user_123,查交易明细,8,8,2
user_123,汇款跟踪,7,7,3
user_123,购买旅行保险,7,6,4
user_123,查还款结果,5,5,5
user_124,查还款结果,8,8,1
user_124,添加银行卡,7,7,2
user_124,短信验证,7,7,3
user_124,还信用卡,6,6,4
user_124,信用卡账单,6,6,5
user_125,汇款跟踪,5,5,1
user_125,收款码,3,3,2
user_125,风险评估,3,3,3
user_125,跨行转入,2,2,4
user_125,快捷支付,2,2,5
user_126,查看基金净值,18,18,1
user_126,查预约记录,8,8,2
user_126,预约取号,8,8,3
user_126,选择网点,8,8,4
user_126,修改转账限额,8,4,5
user_127,查还款结果,8,8,1
user_127,申请贷款试算,6,6,2
user_127,风险评估,6,6,3
user_127,查交易结果,6,6,4
user_127,汇款跟踪,6,6,5
user_128,风险评估,13,13,1
user_128,查交易结果,11,11,2
user_128,查看理财产品,10,10,3
user_128,查看社保,8,8,4
user_128,购买理财,8,8,5
user_129,查交易结果,7,7,1
user_129,查看理财产品,6,6,2
user_129,查还款结果,6,6,3
user_129,购买理财,5,5,4
user_129,风险评估,5,5,5
user_130,申请贷款试算,21,21,1
user_130,给朋友转账,10,10,2
user_130,下载流水,8,8,3
user_130,查看工资流水,8,8,4
user_130,查还款结果,6,6,5
user_131,购买旅行保险,9,5,1
user_131,快捷支付,8,8,2
user_131,给朋友转账,6,6,3
user_131,查看基金净值,6,6,4
user_131,查交易明细,6,6,5
user_132,还信用卡,21,19,1
user_132,申请贷款试算,8,6,2
user_132,查交易结果,5,5,3
user_132,买黄金,5,5,4
user_132,跨行转入,4,4,5
user_133,查看基金净值,9,9,1
user_133,查预约记录,6,6,2
user_133,预约取号,6,6,3
user_133,选择网点,6,6,4
user_133,基金定投,5,5,5
user_134,查看黄金行情,11,11,1
user_134,查账单,11,11,2
user_134,查还款结果,9,9,3
user_134,查看工资流水,7,7,4
user_134,买黄金,7,7,5
user_135,购买旅行保险,9,5,1
user_135,信用卡账单,7,7,2
user_135,结构性存款,4,4,3
user_135,收款码,4,4,4
user_135,添加银行卡,4,4,5
user_136,查余额,22,20,1
user_136,购买旅行保险,7,4,2
user_136,跨行转入,6,5,3
user_136,银行卡管理,5,5,4
user_136,查还款结果,5,5,5
user_137,查余额,7,7,1
user_137,查看黄金行情,4,4,2
user_137,收款码,4,4,3
user_137,查账户明细,3,3,4
user_137,短信验证,3,3,5
user_138,银行卡管理,6,6,1
user_138,查看基金净值,5,5,2
user_138,添加银行卡,4,4,3
user_138,查银行卡,4,4,4
user_138,跨行转入,3,3,5
user_139,购买旅行保险,14,14,1
user_139,银行卡管理,11,10,2
user_139,查余额,10,10,3
user_139,预约网点取号,3,3,4
user_139,查看基金净值,3,3,5
user_140,查交易结果,8,8,1
user_140,给朋友转账,5,5,2
user_140,查余额,5,5,3
user_140,跨行转入,4,4,4
user_140,查看基金净值,4,4,5
user_141,查还款结果,5,5,1
user_141,还信用卡,5,5,2
user_141,信用卡账单,5,5,3
user_141,买黄金,4,4,4
user_141,查看黄金行情,4,4,5
user_142,查账单,19,19,1
user_142,开通快捷支付,14,14,2
user_142,个税试算,6,6,3
user_142,查看公积金,6,6,4
user_142,给朋友转账,2,2,5
user_143,开通快捷支付,14,14,1
user_143,风险评估,9,8,2
user_143,购买旅行保险,9,6,3
user_143,查还款结果,8,8,4
user_143,购买理财,8,8,5
user_144,查还款结果,8,8,1
user_144,还信用卡,8,8,2
user_144,信用卡账单,8,8,3
user_144,查账单,8,8,4
user_144,买黄金,5,4,5
user_145,查询汇率牌价,8,6,1
user_145,下载流水,7,7,2
user_145,查账户明细,3,3,3
user_145,申请贷款试算,2,2,4
user_145,预约网点取号,2,2,5
user_146,查询汇率牌价,14,14,1
user_146,信用卡账单,10,10,2
user_146,工资转账,7,7,3
user_146,查看工资流水,3,3,4
user_146,银行卡管理,3,3,5
user_147,买黄金,6,6,1
user_147,申请贷款试算,5,4,2
user_147,银行卡管理,1,1,3
user_147,短信验证,1,1,4
user_147,查交易明细,1,1,5
user_148,查询汇率牌价,14,14,1
user_148,申请贷款试算,10,6,2
user_148,查余额,7,7,3
user_148,查看黄金行情,7,7,4
user_148,查还款结果,7,7,5
user_149,短信验证,2,2,1
user_149,查还款结果,1,1,2
user_149,风险评估,1,1,3
user_150,汇款跟踪,6,6,1
user_150,下载流水,6,6,2
user_150,上传收入证明,4,4,3
user_150,还信用卡,2,2,4
user_150,查交易明细,1,1,5
user_151,查余额,10,10,1
user_151,查看工资流水,4,2,2
user_151,风险评估,2,2,3
user_151,短信验证,1,1,4
user_151,快捷支付,1,1,5
user_152,开通快捷支付,5,5,1
user_152,个税试算,5,5,2
user_152,下载流水,5,5,3
user_152,查看公积金,4,2,4
user_152,查看理财产品,1,1,5
user_153,基金定投,12,12,1
user_153,购买旅行保险,10,6,2
user_153,快捷支付,8,8,3
user_153,查预约记录,7,7,4
user_153,预约取号,7,7,5
user_154,给朋友转账,29,29,1
user_154,查看公积金,8,8,2
user_154,个税试算,8,8,3
user_154,开通快捷支付,2,2,4
user_154,跨行转入,2,2,5
user_155,上传收入证明,14,14,1
user_155,基金定投,10,10,2
user_155,查看基金净值,4,4,3
user_155,查看理财产品,2,2,4
user_155,短信验证,2,2,5
user_156,购买理财,10,10,1
user_156,下载流水,7,7,2
user_156,汇款跟踪,5,5,3
user_156,查看公积金,5,5,4
user_156,工资转账,2,2,5
user_157,修改转账限额,14,14,1
user_157,个税试算,8,8,2
user_157,下载流水,8,8,3
user_157,申请贷款试算,6,6,4
user_157,风险评估,2,2,5
user_158,查还款结果,7,7,1
user_158,还信用卡,7,7,2
user_158,信用卡账单,7,7,3
user_158,买黄金,6,6,4
user_158,查看黄金行情,6,6,5
user_159,工资转账,31,29,1
user_159,查询汇率牌价,2,2,2
user_159,添加银行卡,2,2,3
user_159,查看基金净值,1,1,4
user_159,买黄金,1,1,5
user_160,信用卡账单,10,10,1
user_160,查看社保,6,6,2
user_160,短信验证,3,3,3
user_160,修改转账限额,2,2,4
user_160,查看黄金行情,2,2,5
user_161,修改转账限额,21,21,1
user_161,上传收入证明,10,6,2
user_161,查看公积金,3,3,3
user_161,查交易结果,1,1,4
user_161,查看理财产品,1,1,5
user_162,查账单,28,26,1
user_162,修改转账限额,21,21,2
user_162,查看社保,8,8,3
user_162,预约网点取号,2,2,4
user_162,收款码,2,2,5
user_163,查询汇率牌价,14,14,1
user_163,工资转账,10,10,2
user_163,查看工资流水,8,8,3
user_163,短信验证,3,3,4
user_163,汇款跟踪,3,3,5
user_164,购买理财,10,10,1
user_164,跨行转入,7,7,2
user_164,预约网点取号,2,2,3
user_164,查看理财产品,1,1,4
user_164,查交易明细,1,1,5
user_165,查询汇率牌价,21,21,1
user_165,查还款结果,8,8,2
user_165,还信用卡,8,8,3
user_165,信用卡账单,8,8,4
user_165,上传收入证明,8,6,5
user_166,查账单,30,30,1
user_166,修改转账限额,14,14,2
user_166,购买理财,4,4,3
user_166,银行卡管理,2,2,4
user_166,查看理财产品,2,2,5
user_167,修改转账限额,14,14,1
user_167,购买理财,10,10,2
user_167,跨行转入,4,4,3
user_167,买黄金,1,1,4
user_167,查账户明细,1,1,5
user_168,上传收入证明,8,5,1
user_168,短信验证,5,5,2
user_168,查还款结果,4,4,3
user_168,还信用卡,4,4,4
user_168,信用卡账单,4,4,5
user_169,查看基金净值,5,5,1
user_169,基金定投,3,3,2
user_169,购买理财,2,2,3
user_169,风险评估,2,2,4
user_169,查看理财产品,2,2,5
user_170,查余额,10,10,1
user_170,查还款结果,7,7,2
user_170,申请贷款试算,2,2,3
user_170,买黄金,2,2,4
user_170,查看黄金行情,1,1,5
user_171,工资转账,38,38,1
user_171,还信用卡,7,7,2
user_171,下载流水,7,7,3
user_171,查询汇率牌价,2,2,4
user_171,银行卡管理,2,2,5
user_172,还信用卡,9,9,1
user_172,查看理财产品,8,8,2
user_172,汇款跟踪,7,7,3
user_172,查还款结果,6,6,4
user_172,信用卡账单,6,6,5
user_173,还信用卡,27,25,1
user_173,申请贷款试算,21,21,2
user_173,修改转账限额,9,6,3
