user_id,action_name,event_time,expected_rank,expected_activity_level
user_025,查看黄金行情,2026-03-31 08:08:00,3,high
user_026,跨行转入,2026-03-31 10:41:00,1,high
user_026,短信验证,2026-03-31 10:37:00,2,high
user_026,查还款结果,2026-03-31 10:35:00,3,high
user_027,信用卡账单,2026-03-31 09:00:00,1,high
user_027,上传收入证明,2026-03-30 18:05:00,2,high
user_027,上传收入证明,2026-03-30 10:24:00,3,high
user_028,风险评估,2026-03-31 11:49:00,1,high
user_028,银行卡管理,2026-03-31 11:44:00,2,high
user_028,查看理财产品,2026-03-31 09:48:00,3,high
user_029,查交易明细,2026-03-31 10:32:00,1,high
user_029,跨行转入,2026-03-31 10:30:00,2,high
user_029,查还款结果,2026-03-31 10:28:00,3,high
user_030,购买理财,2026-03-31 10:07:00,1,high
user_030,申请贷款试算,2026-03-30 11:53:00,2,high
user_030,添加银行卡,2026-03-30 11:32:00,3,high
user_031,查还款结果,2026-03-30 12:46:00,1,high
user_031,查看黄金行情,2026-03-30 12:45:00,2,high
user_031,查交易结果,2026-03-29 14:23:00,3,high
user_032,跨行转入,2026-03-31 11:09:00,1,high
user_032,短信验证,2026-03-31 11:04:00,2,high
user_032,查银行卡,2026-03-31 10:12:00,3,high
user_033,查交易结果,2026-03-31 09:36:00,1,high
user_033,查看黄金行情,2026-03-31 09:35:00,2,high
user_033,查交易明细,2026-03-31 09:32:00,3,high
user_034,跨行转入,2026-03-30 15:50:00,1,high
user_034,结构性存款,2026-03-30 15:45:00,2,high
user_034,查交易结果,2026-03-30 15:43:00,3,high
user_035,跨行转入,2026-03-31 11:38:00,1,high
user_035,快捷支付,2026-03-31 11:37:00,2,high
user_035,查交易结果,2026-03-31 11:33:00,3,high
user_036,查看理财产品,2026-03-31 08:55:00,1,high
user_036,预约网点取号,2026-03-31 08:50:00,2,high
user_036,查账户明细,2026-03-31 08:49:00,3,high
user_037,基金定投,2026-03-31 10:50:00,1,high
user_037,基金定投,2026-03-30 10:43:00,2,high
user_037,查账户明细,2026-03-29 15:23:00,3,high
user_038,还信用卡,2026-03-31 09:00:00,1,high
user_038,查银行卡,2026-03-30 21:11:00,2,high
user_038,查看黄金行情,2026-03-30 21:10:00,3,high
user_039,修改转账限额,2026-03-30 15:00:00,1,high
user_039,修改转账限额,2026-03-30 13:27:00,2,high
user_039,修改转账限额,2026-03-29 17:21:00,3,high
user_040,结构性存款,2026-03-31 11:22:00,1,high
user_040,快捷支付,2026-03-31 11:21:00,2,high
user_040,查看黄金行情,2026-03-30 12:20:00,3,high
user_041,查交易明细,2026-03-31 10:21:00,1,high
user_041,快捷支付,2026-03-31 10:19:00,2,high
user_041,跨行转入,2026-03-31 09:41:00,3,high
user_042,风险评估,2026-03-29 19:14:00,1,high
user_042,查交易结果,2026-03-29 19:12:00,2,high
user_042,买黄金,2026-03-29 19:10:00,3,high
user_043,结构性存款,2026-03-31 11:56:00,1,high
user_043,收款码,2026-03-31 11:53:00,2,high
user_043,快捷支付,2026-03-31 09:15:00,3,high
user_044,买黄金,2026-03-31 09:43:00,1,high
user_044,查账户明细,2026-03-31 09:40:00,2,high
user_044,查还款结果,2026-03-31 08:52:00,3,high
user_045,收款码,2026-03-29 16:44:00,1,high
user_045,查账户明细,2026-03-29 16:40:00,2,high
user_045,结构性存款,2026-03-29 16:38:00,3,high
user_046,查看理财产品,2026-03-30 19:53:00,1,high
user_046,跨行转入,2026-03-30 19:49:00,2,high
user_046,查看黄金行情,2026-03-30 19:44:00,3,high
user_047,短信验证,2026-03-31 11:30:00,1,high
user_047,银行卡管理,2026-03-31 11:28:00,2,high
user_047,修改转账限额,2026-03-30 17:33:00,3,high
user_048,查账户明细,2026-03-31 11:34:00,1,high
user_048,预约网点取号,2026-03-31 11:31:00,2,high
user_048,快捷支付,2026-03-31 11:27:00,3,high
user_049,信用卡账单,2026-03-31 10:52:00,1,high
user_049,添加银行卡,2026-03-31 10:35:00,2,high
user_049,快捷支付,2026-03-31 10:30:00,3,high
user_050,修改转账限额,2026-03-30 08:31:00,1,high
user_050,快捷支付,2026-03-29 16:36:00,2,high
user_050,查银行卡,2026-03-29 16:31:00,3,high
user_051,买黄金,2026-03-31 10:44:00,1,high
user_051,结构性存款,2026-03-31 10:42:00,2,high
user_051,查看黄金行情,2026-03-31 10:38:00,3,high
user_052,信用卡账单,2026-03-31 10:47:00,1,high
user_052,查银行卡,2026-03-31 10:43:00,2,high
user_052,查看理财产品,2026-03-31 10:39:00,3,high
user_053,查还款结果,2026-03-31 11:30:00,1,high
user_053,收款码,2026-03-31 11:25:00,2,high
user_053,查账户明细,2026-03-31 11:24:00,3,high
user_054,给朋友转账,2026-03-31 09:51:00,1,high
user_054,购买旅行保险,2026-03-30 14:51:00,2,high
user_054,购买旅行保险,2026-03-29 16:49:00,3,high
user_055,还信用卡,2026-03-31 11:49:00,1,high
user_055,上传收入证明,2026-03-30 12:54:00,2,high
user_055,上传收入证明,2026-03-30 10:47:00,3,high
user_056,风险评估,2026-03-31 11:20:00,1,high
user_056,快捷支付,2026-03-31 11:16:00,2,high
user_056,查交易明细,2026-03-31 10:12:00,3,high
user_057,查交易明细,2026-03-31 11:42:00,1,high
user_057,风险评估,2026-03-31 11:42:00,2,high
user_057,查看基金净值,2026-03-31 11:40:00,3,high
user_058,查账单,2026-03-31 09:10:00,1,high
user_058,风险评估,2026-03-31 08:51:00,2,high
user_058,查还款结果,2026-03-31 08:50:00,3,high
user_059,添加银行卡,2026-03-30 20:49:00,1,high
user_059,买黄金,2026-03-30 20:46:00,2,high
user_059,开通快捷支付,2026-03-30 17:18:00,3,high
user_060,查银行卡,2026-03-31 11:31:00,1,high
user_060,跨行转入,2026-03-31 11:27:00,2,high
user_060,查余额,2026-03-31 08:02:00,3,high
user_061,结构性存款,2026-03-28 21:29:00,1,middle
user_061,查看黄金行情,2026-03-28 21:25:00,2,middle
user_061,添加银行卡,2026-03-28 21:24:00,3,middle
user_062,查看黄金行情,2026-03-28 13:45:00,1,middle
user_062,查看理财产品,2026-03-28 13:40:00,2,middle
user_062,查交易结果,2026-03-28 13:37:00,3,middle
user_063,查余额,2026-03-31 10:54:00,1,high
user_063,购买旅行保险,2026-03-30 17:03:00,2,high
user_063,购买旅行保险,2026-03-30 15:48:00,3,high
user_064,快捷支付,2026-03-31 08:23:00,1,middle
user_064,查账户明细,2026-03-31 08:22:00,2,middle
user_064,短信验证,2026-03-31 08:18:00,3,middle
user_065,查账单,2026-03-31 09:01:00,1,high
user_065,查账单,2026-03-30 09:49:00,2,high
user_065,添加银行卡,2026-03-29 19:53:00,3,high
user_066,查交易结果,2026-03-25 09:16:00,1,middle
user_066,快捷支付,2026-03-25 09:14:00,2,middle
user_066,风险评估,2026-03-24 10:17:00,3,middle
user_067,上传收入证明,2026-03-30 18:02:00,1,middle
user_067,上传收入证明,2026-03-30 10:30:00,2,middle
user_067,收款码,2026-03-29 13:17:00,3,middle
user_068,开通快捷支付,2026-03-30 16:14:00,1,middle
user_068,开通快捷支付,2026-03-30 14:44:00,2,middle
user_068,银行卡管理,2026-03-30 14:26:00,3,middle
user_069,给朋友转账,2026-03-31 11:37:00,1,high
user_069,购买旅行保险,2026-03-30 18:40:00,2,high
user_069,银行卡管理,2026-03-30 12:31:00,3,high
user_070,短信验证,2026-03-31 09:57:00,1,middle
user_070,风险评估,2026-03-31 09:54:00,2,middle
user_070,查银行卡,2026-03-31 09:53:00,3,middle
user_071,查银行卡,2026-03-31 09:05:00,1,middle
user_071,查还款结果,2026-03-31 09:00:00,2,middle
user_071,申请贷款试算,2026-03-30 18:38:00,3,middle
user_072,购买旅行保险,2026-03-30 18:48:00,1,middle
user_072,购买旅行保险,2026-03-30 10:46:00,2,middle
user_072,购买旅行保险,2026-03-29 12:17:00,3,middle
user_073,查账户明细,2026-03-31 10:15:00,1,middle
user_073,买黄金,2026-03-31 10:14:00,2,middle
user_073,收款码,2026-03-31 10:09:00,3,middle
user_074,还信用卡,2026-03-31 11:12:00,1,high
user_074,上传收入证明,2026-03-30 18:53:00,2,high
user_074,还信用卡,2026-03-30 11:05:00,3,high
user_075,修改转账限额,2026-03-30 16:18:00,1,middle
user_075,修改转账限额,2026-03-30 14:40:00,2,middle
user_075,跨行转入,2026-03-30 08:47:00,3,middle
user_076,预约网点取号,2026-03-30 14:47:00,1,middle
user_076,添加银行卡,2026-03-30 14:42:00,2,middle
user_076,风险评估,2026-03-30 14:38:00,3,middle
user_077,查交易明细,2026-03-29 14:55:00,1,middle
user_077,快捷支付,2026-03-29 14:50:00,2,middle
user_077,买黄金,2026-03-29 14:45:00,3,middle
user_078,工资转账,2026-03-31 09:44:00,1,high
user_078,工资转账,2026-03-30 09:37:00,2,high
user_078,工资转账,2026-03-29 09:30:00,3,high
user_079,买黄金,2026-03-31 11:20:00,1,middle
user_079,查账户明细,2026-03-31 11:16:00,2,middle
user_079,开通快捷支付,2026-03-30 13:49:00,3,middle
user_080,银行卡管理,2026-03-30 13:27:00,1,high
user_080,买黄金,2026-03-30 13:23:00,2,high
user_080,查银行卡,2026-03-30 13:21:00,3,high
user_081,结构性存款,2026-03-31 10:57:00,1,high
user_081,跨行转入,2026-03-31 10:56:00,2,high
user_081,短信验证,2026-03-31 10:54:00,3,high
user_082,查余额,2026-03-25 09:19:00,1,high
user_082,添加银行卡,2026-03-24 16:26:00,2,high
user_082,查还款结果,2026-03-24 16:25:00,3,high
user_083,上传收入证明,2026-03-30 16:37:00,1,middle
user_083,上传收入证明,2026-03-30 14:39:00,2,middle
user_083,查看黄金行情,2026-03-30 12:16:00,3,middle
user_084,给朋友转账,2026-03-31 09:39:00,1,middle
user_084,申请贷款试算,2026-03-30 12:37:00,2,middle
user_084,申请贷款试算,2026-03-30 10:48:00,3,middle
user_085,结构性存款,2026-03-31 09:25:00,1,middle
user_085,添加银行卡,2026-03-31 09:23:00,2,middle
user_085,短信验证,2026-03-31 09:18:00,3,middle
user_086,买黄金,2026-03-28 19:30:00,1,middle
user_086,查看基金净值,2026-03-28 19:29:00,2,middle
user_086,查交易结果,2026-03-28 19:27:00,3,middle
user_087,查银行卡,2026-03-30 14:13:00,1,high
user_087,查看黄金行情,2026-03-30 14:12:00,2,high
user_087,银行卡管理,2026-03-30 14:09:00,3,high
user_088,给朋友转账,2026-03-31 11:25:00,1,middle
user_088,给朋友转账,2026-03-24 11:18:00,2,middle
user_088,给朋友转账,2026-03-17 11:11:00,3,middle
user_089,查余额,2026-03-31 08:05:00,1,middle
user_089,买黄金,2026-03-30 09:46:00,2,middle
user_089,预约网点取号,2026-03-30 09:42:00,3,middle
user_090,上传收入证明,2026-03-30 16:15:00,1,middle
user_090,上传收入证明,2026-03-30 14:14:00,2,middle
user_090,结构性存款,2026-03-29 20:32:00,3,middle
user_091,购买理财,2026-03-31 10:36:00,1,high
user_091,购买旅行保险,2026-03-30 13:11:00,2,high
user_091,购买旅行保险,2026-03-30 11:23:00,3,high
user_092,预约网点取号,2026-03-28 10:22:00,1,middle
user_092,查看基金净值,2026-03-28 10:20:00,2,middle
user_092,查交易明细,2026-03-28 10:15:00,3,middle
user_093,申请贷款试算,2026-03-29 08:04:00,1,high
user_093,申请贷款试算,2026-03-28 09:07:00,2,high
user_093,申请贷款试算,2026-03-26 10:47:00,3,high
user_094,给朋友转账,2026-03-31 08:31:00,1,high
user_094,开通快捷支付,2026-03-30 13:09:00,2,high
user_094,开通快捷支付,2026-03-30 11:10:00,3,high
user_095,跨行转入,2026-03-28 19:12:00,1,middle
user_095,买黄金,2026-03-28 19:10:00,2,middle
user_095,快捷支付,2026-03-28 19:08:00,3,middle
user_096,快捷支付,2026-03-31 11:50:00,1,high
user_096,银行卡管理,2026-03-31 11:45:00,2,high
user_096,查交易结果,2026-03-31 11:42:00,3,high
user_097,查交易结果,2026-03-26 12:45:00,1,middle
user_097,给朋友转账,2026-03-26 12:44:00,2,middle
user_097,查余额,2026-03-26 12:39:00,3,middle
user_098,购买旅行保险,2026-03-30 08:05:00,1,middle
user_098,查交易明细,2026-03-29 15:33:00,2,middle
user_098,买黄金,2026-03-29 15:30:00,3,middle
user_099,预约网点取号,2026-03-30 20:46:00,1,middle
user_099,风险评估,2026-03-30 20:43:00,2,middle
user_099,修改转账限额,2026-03-30 12:12:00,3,middle
user_100,查余额,2026-03-31 11:26:00,1,high
user_100,查余额,2026-03-30 11:19:00,2,high
user_100,查余额,2026-03-29 11:12:00,3,high
user_101,快捷支付,2026-03-31 10:26:00,1,middle
user_101,预约网点取号,2026-03-31 10:23:00,2,middle
user_101,结构性存款,2026-03-31 10:19:00,3,middle
user_102,购买旅行保险,2026-03-30 13:00:00,1,middle
user_102,购买旅行保险,2026-03-30 11:20:00,2,middle
user_102,购买旅行保险,2026-03-29 15:12:00,3,middle
user_103,买黄金,2026-03-31 10:10:00,1,middle
user_103,查账户明细,2026-03-31 10:09:00,2,middle
user_103,申请贷款试算,2026-03-30 12:25:00,3,middle
user_104,上传收入证明,2026-03-30 08:32:00,1,middle
user_104,上传收入证明,2026-03-28 09:13:00,2,middle
user_104,买黄金,2026-03-27 10:43:00,3,middle
user_105,查询汇率牌价,2026-03-30 16:54:00,1,high
user_105,查询汇率牌价,2026-03-30 14:05:00,2,high
user_105,查询汇率牌价,2026-03-29 18:43:00,3,high
user_106,信用卡账单,2026-03-31 08:20:00,1,high
user_106,购买旅行保险,2026-03-30 11:43:00,2,high
user_106,购买旅行保险,2026-03-30 09:03:00,3,high
user_107,购买理财,2026-03-31 11:05:00,1,high
user_107,购买理财,2026-03-30 11:53:00,2,high
user_107,购买理财,2026-03-29 11:46:00,3,high
user_108,购买理财,2026-03-31 09:46:00,1,high
user_108,申请贷款试算,2026-03-30 16:29:00,2,high
user_108,申请贷款试算,2026-03-30 14:26:00,3,high
user_109,给朋友转账,2026-03-29 09:49:00,1,high
user_109,购买旅行保险,2026-03-29 08:15:00,2,high
user_109,购买旅行保险,2026-03-28 09:41:00,3,high
user_110,查看社保,2026-03-26 20:36:00,1,middle
user_110,查还款结果,2026-03-26 15:12:00,2,middle
user_110,还信用卡,2026-03-26 15:10:00,3,middle
user_111,还信用卡,2026-03-31 10:50:00,1,high
user_111,上传收入证明,2026-03-30 09:42:00,2,high
user_111,上传收入证明,2026-03-29 11:19:00,3,high
user_112,买黄金,2026-03-30 09:43:00,1,high
user_112,查还款结果,2026-03-30 09:40:00,2,high
user_112,查询汇率牌价,2026-03-30 08:05:00,3,high
user_113,上传收入证明,2026-03-30 09:24:00,1,middle
user_113,买黄金,2026-03-29 20:16:00,2,middle
user_113,查看黄金行情,2026-03-29 20:13:00,3,middle
user_114,查账户明细,2026-03-29 11:05:00,1,middle
user_114,查交易结果,2026-03-29 11:02:00,2,middle
user_114,结构性存款,2026-03-29 11:01:00,3,middle
user_115,申请贷款试算,2026-03-30 15:47:00,1,middle
user_115,申请贷款试算,2026-03-30 13:15:00,2,middle
user_115,申请贷款试算,2026-03-29 17:30:00,3,middle
user_116,短信验证,2026-03-29 14:14:00,1,middle
user_116,查看黄金行情,2026-03-29 14:13:00,2,middle
user_116,银行卡管理,2026-03-29 14:12:00,3,middle
user_117,基金定投,2026-03-31 08:44:00,1,middle
user_117,短信验证,2026-03-28 19:58:00,2,middle
user_117,查交易明细,2026-03-28 19:53:00,3,middle
user_118,短信验证,2026-03-28 19:45:00,1,middle
user_118,收款码,2026-03-28 19:41:00,2,middle
user_118,买黄金,2026-03-24 09:35:00,3,middle
user_119,查看理财产品,2026-03-31 09:26:00,1,middle
user_119,短信验证,2026-03-31 09:23:00,2,middle
user_119,风险评估,2026-03-31 09:20:00,3,middle
user_120,结构性存款,2026-03-31 08:17:00,1,high
user_120,买黄金,2026-03-31 08:13:00,2,high
user_120,跨行转入,2026-03-30 19:25:00,3,high
user_121,预约网点取号,2026-03-31 11:22:00,1,high
user_121,结构性存款,2026-03-31 11:19:00,2,high
user_121,查看理财产品,2026-03-31 11:15:00,3,high
user_122,上传收入证明,2026-03-30 15:17:00,1,high
user_122,上传收入证明,2026-03-30 13:22:00,2,high
user_122,开通快捷支付,2026-03-30 08:50:00,3,high
user_123,购买旅行保险,2026-03-30 18:24:00,1,high
user_123,购买旅行保险,2026-03-30 10:45:00,2,high
user_123,购买旅行保险,2026-03-29 12:08:00,3,high
user_124,收款码,2026-03-31 11:53:00,1,middle
user_124,查交易明细,2026-03-31 11:48:00,2,middle
user_124,添加银行卡,2026-03-27 18:31:00,3,middle
user_125,跨行转入,2026-03-26 17:24:00,1,middle
user_125,快捷支付,2026-03-26 17:23:00,2,middle
user_125,收款码,2026-03-26 17:19:00,3,middle
user_126,跨行转入,2026-03-31 08:11:00,1,high
user_126,预约网点取号,2026-03-31 08:10:00,2,high
user_126,买黄金,2026-03-31 08:05:00,3,high
user_127,给朋友转账,2026-03-31 11:41:00,1,high
user_127,申请贷款试算,2026-03-30 14:07:00,2,high
user_127,申请贷款试算,2026-03-29 16:26:00,3,high
user_128,查看黄金行情,2026-03-30 20:26:00,1,high
user_128,银行卡管理,2026-03-30 20:24:00,2,high
user_128,查银行卡,2026-03-30 20:22:00,3,high
user_129,查账户明细,2026-03-29 15:29:00,1,middle
user_129,银行卡管理,2026-03-29 15:25:00,2,middle
user_129,查交易结果,2026-03-29 15:22:00,3,middle
user_130,查账户明细,2026-03-29 15:58:00,1,high
user_130,查还款结果,2026-03-29 15:56:00,2,high
user_130,快捷支付,2026-03-29 15:52:00,3,high
user_131,给朋友转账,2026-03-31 10:54:00,1,middle
user_131,查看基金净值,2026-03-31 08:40:00,2,middle
user_131,结构性存款,2026-03-31 08:36:00,3,middle
user_132,还信用卡,2026-03-31 10:08:00,1,high
user_132,申请贷款试算,2026-03-30 11:45:00,2,high
user_132,查看理财产品,2026-03-30 10:33:00,3,high
user_133,短信验证,2026-03-26 21:57:00,1,middle
user_133,快捷支付,2026-03-26 21:52:00,2,middle
user_133,收款码,2026-03-23 18:15:00,3,middle
user_134,查看黄金行情,2026-03-31 08:13:00,1,high
user_134,快捷支付,2026-03-31 08:09:00,2,high
user_134,查账单,2026-03-31 08:01:00,3,high
user_135,购买旅行保险,2026-03-30 13:15:00,1,high
user_135,购买旅行保险,2026-03-30 11:18:00,2,high
user_135,查交易明细,2026-03-30 09:28:00,3,high
user_136,查余额,2026-03-31 11:16:00,1,high
user_136,查交易明细,2026-03-30 18:50:00,2,high
user_136,短信验证,2026-03-30 18:47:00,3,high
user_137,查账户明细,2026-03-28 19:44:00,1,middle
user_137,快捷支付,2026-03-28 19:40:00,2,middle
user_137,预约网点取号,2026-03-28 19:39:00,3,middle
user_138,跨行转入,2026-03-25 11:48:00,1,middle
user_138,银行卡管理,2026-03-25 11:44:00,2,middle
user_138,查看基金净值,2026-03-25 11:07:00,3,middle
user_139,查余额,2026-03-31 09:37:00,1,high
user_139,结构性存款,2026-03-30 19:50:00,2,high
user_139,查交易明细,2026-03-30 19:48:00,3,high
user_140,跨行转入,2026-03-29 15:11:00,1,middle
user_140,查交易结果,2026-03-29 15:08:00,2,middle
user_140,风险评估,2026-03-29 15:05:00,3,middle
user_141,查还款结果,2026-03-25 09:27:00,1,low
user_141,还信用卡,2026-03-25 09:22:00,2,low
user_141,信用卡账单,2026-03-25 09:20:00,3,low
user_142,查账单,2026-03-31 08:36:00,1,high
user_142,查账单,2026-03-30 08:29:00,2,high
user_142,开通快捷支付,2026-03-30 08:14:00,3,high
user_143,工资转账,2026-03-31 10:03:00,1,high
user_143,购买旅行保险,2026-03-30 17:53:00,2,high
user_143,购买旅行保险,2026-03-30 15:05:00,3,high
user_144,结构性存款,2026-03-31 10:59:00,1,middle
user_144,买黄金,2026-03-31 10:57:00,2,middle
user_144,查交易明细,2026-03-31 10:54:00,3,middle
user_145,查询汇率牌价,2026-03-30 11:40:00,1,middle
user_145,查询汇率牌价,2026-03-30 09:39:00,2,middle
user_145,申请贷款试算,2026-03-30 08:52:00,3,middle
user_146,查询汇率牌价,2026-03-30 08:38:00,1,high
user_146,查询汇率牌价,2026-03-29 09:18:00,2,high
user_146,工资转账,2026-03-27 13:46:00,3,high
user_147,银行卡管理,2026-03-31 10:43:00,1,middle
user_147,买黄金,2026-03-31 10:38:00,2,middle
user_147,申请贷款试算,2026-03-30 15:37:00,3,middle
user_148,申请贷款试算,2026-03-30 18:33:00,1,high
user_148,申请贷款试算,2026-03-30 16:51:00,2,high
user_148,申请贷款试算,2026-03-29 18:09:00,3,high
user_149,短信验证,2026-03-09 14:25:00,1,low
user_149,短信验证,2026-03-02 13:23:00,2,low
user_149,查还款结果,2026-02-09 19:05:00,3,low
user_150,查交易明细,2026-03-30 17:23:00,1,middle
user_150,预约网点取号,2026-03-30 17:22:00,2,middle
user_150,上传收入证明,2026-03-30 09:21:00,3,middle
user_151,查余额,2026-03-28 09:41:00,1,middle
user_151,风险评估,2026-03-25 14:37:00,2,middle
user_151,查余额,2026-03-21 09:34:00,3,middle
user_152,开通快捷支付,2026-03-30 14:01:00,1,middle
user_152,开通快捷支付,2026-03-29 16:23:00,2,middle
user_152,开通快捷支付,2026-03-28 18:42:00,3,middle
user_153,基金定投,2026-03-31 08:09:00,1,high
user_153,购买旅行保险,2026-03-30 13:49:00,2,high
user_153,购买旅行保险,2026-03-30 11:39:00,3,high
user_154,给朋友转账,2026-03-31 10:41:00,1,high
user_154,给朋友转账,2026-03-30 10:34:00,2,high
user_154,开通快捷支付,2026-03-30 08:40:00,3,high
user_155,上传收入证明,2026-03-30 08:06:00,1,high
user_155,上传收入证明,2026-03-29 09:19:00,2,high
user_155,上传收入证明,2026-03-27 10:36:00,3,high
user_156,购买理财,2026-03-25 10:38:00,1,middle
user_156,工资转账,2026-03-24 14:23:00,2,middle
user_156,下载流水,2026-03-19 05:38:00,3,middle
user_157,申请贷款试算,2026-03-30 14:23:00,1,high
user_157,申请贷款试算,2026-03-29 16:07:00,2,high
user_157,修改转账限额,2026-03-29 08:22:00,3,high
user_158,买黄金,2026-03-02 16:27:00,1,low
user_158,查看黄金行情,2026-03-02 16:24:00,2,low
user_158,查还款结果,2026-03-01 17:47:00,3,low
user_159,工资转账,2026-03-31 09:34:00,1,high
user_159,工资转账,2026-03-30 09:27:00,2,high
user_159,工资转账,2026-03-29 09:20:00,3,high
user_160,信用卡账单,2026-03-31 08:18:00,1,middle
user_160,修改转账限额,2026-03-30 08:33:00,2,middle
user_160,修改转账限额,2026-03-28 09:33:00,3,middle
user_161,上传收入证明,2026-03-30 18:05:00,1,high
user_161,上传收入证明,2026-03-30 16:36:00,2,high
user_161,上传收入证明,2026-03-29 18:18:00,3,high
user_162,查账单,2026-03-31 10:10:00,1,high
user_162,查账单,2026-03-30 10:03:00,2,high
user_162,修改转账限额,2026-03-30 08:48:00,3,high
user_163,工资转账,2026-03-29 09:23:00,1,high
user_163,查询汇率牌价,2026-03-29 08:09:00,2,high
user_163,查询汇率牌价,2026-03-28 09:50:00,3,high
user_164,购买理财,2026-03-30 10:50:00,1,middle
user_164,查看理财产品,2026-03-27 21:24:00,2,middle
user_164,跨行转入,2026-03-27 21:21:00,3,middle
user_165,工资转账,2026-03-31 08:52:00,1,high
user_165,上传收入证明,2026-03-30 11:54:00,2,high
user_165,上传收入证明,2026-03-30 09:04:00,3,high
user_166,查账单,2026-03-31 11:49:00,1,high
user_166,查账单,2026-03-30 11:42:00,2,high
user_166,查账单,2026-03-29 11:35:00,3,high
user_167,修改转账限额,2026-03-29 08:27:00,1,high
user_167,修改转账限额,2026-03-28 09:53:00,2,high
user_167,购买理财,2026-03-26 11:39:00,3,high
user_168,上传收入证明,2026-03-30 12:33:00,1,middle
user_168,上传收入证明,2026-03-30 10:24:00,2,middle
user_168,上传收入证明,2026-03-29 14:49:00,3,middle
