user_id,action_name,expected_event_count,expected_active_days,expected_rank
user_000030,跨行转入,7,7,5
user_000031,买黄金,9,9,1
user_000031,风险评估,9,9,2
user_000031,跨行转入,8,8,3
user_000031,查账户明细,8,8,4
user_000031,查还款结果,7,7,5
user_000032,大样本非近期高频_low_concentration_0130,12,11,1
user_000032,查看理财产品,8,8,2
user_000032,预约网点取号,8,8,3
user_000032,收款码,7,7,4
user_000032,银行卡管理,7,7,5
user_000033,大样本非近期高频_long_term_high_freq_0671,30,25,1
user_000033,大样本非固定时段_low_share_0671,11,11,2
user_000033,收款码,11,11,3
user_000033,查银行卡,9,9,4
user_000033,短信验证,9,9,5
user_000034,添加银行卡,8,8,1
user_000034,预约网点取号,8,8,2
user_000034,风险评估,8,8,3
user_000034,查还款结果,7,7,4
user_000034,买黄金,7,7,5
user_000035,银行卡管理,8,8,1
user_000035,结构性存款,8,8,2
user_000035,添加银行卡,8,8,3
user_000035,查交易结果,8,8,4
user_000035,查还款结果,7,7,5
user_000036,大样本固定时段_afternoon_0318,10,10,1
user_000036,查看理财产品,9,9,2
user_000036,查银行卡,8,8,3
user_000036,查账户明细,8,8,4
user_000036,预约网点取号,7,7,5
user_000037,大样本非近期高频_long_term_high_freq_0315,30,25,1
user_000037,结构性存款,8,8,2
user_000037,预约网点取号,7,7,3
user_000037,添加银行卡,7,7,4
user_000037,银行卡管理,6,6,5
user_000038,大样本近期高频_0539,9,6,1
user_000038,预约网点取号,8,8,2
user_000038,短信验证,8,8,3
user_000038,大样本周期_interval_0939,7,7,4
user_000038,查交易明细,7,7,5
user_000039,预约网点取号,13,13,1
user_000039,查看黄金行情,12,12,2
user_000039,查看理财产品,12,12,3
user_000039,查交易明细,8,8,4
user_000039,查账户明细,8,8,5
user_000040,大样本非近期高频_low_concentration_0430,12,11,1
user_000040,查看基金净值,11,11,2
user_000040,预约网点取号,7,7,3
user_000040,查交易结果,7,7,4
user_000040,收款码,7,7,5
user_000041,快捷支付,10,10,1
user_000041,大样本固定时段_evening_0287,10,10,2
user_000041,大样本周期_interval_0487,8,8,3
user_000041,结构性存款,7,7,4
user_000041,预约网点取号,7,7,5
user_000042,添加银行卡,13,13,1
user_000042,查看理财产品,10,10,2
user_000042,查交易明细,9,9,3
user_000042,查交易结果,8,8,4
user_000042,结构性存款,7,7,5
user_000043,银行卡管理,10,10,1
user_000043,查看黄金行情,9,9,2
user_000043,大样本周期_daily_0036,8,8,3
user_000043,查交易结果,7,7,4
user_000043,结构性存款,7,7,5
user_000044,查看理财产品,10,10,1
user_000044,大样本非近期高频_low_lift_0093,10,9,2
user_000044,预约网点取号,8,8,3
user_000044,收款码,8,8,4
user_000044,查看基金净值,7,7,5
user_000045,大样本非近期高频_low_concentration_0406,12,11,1
user_000045,查看基金净值,9,9,2
user_000045,风险评估,7,7,3
user_000045,银行卡管理,7,7,4
user_000045,查交易结果,6,6,5
user_000046,查看基金净值,10,10,1
user_000046,结构性存款,10,10,2
user_000046,买黄金,7,7,3
user_000046,风险评估,7,7,4
user_000046,查银行卡,7,7,5
user_000047,大样本非近期高频_low_lift_0297,10,9,1
user_000047,结构性存款,7,7,2
user_000047,查看基金净值,7,7,3
user_000047,查账户明细,7,7,4
user_000047,跨行转入,7,7,5
user_000048,买黄金,9,9,1
user_000048,查看黄金行情,8,8,2
user_000048,结构性存款,8,8,3
user_000048,查看基金净值,7,7,4
user_000048,查账户明细,7,7,5
user_000049,收款码,8,8,1
user_000049,大样本周期_weekly_0045,7,7,2
user_000049,银行卡管理,7,7,3
user_000049,查账户明细,7,7,4
user_000049,预约网点取号,7,7,5
user_000050,大样本非近期高频_low_concentration_0370,12,11,1
user_000050,跨行转入,8,8,2
user_000050,短信验证,7,7,3
user_000050,收款码,7,7,4
user_000050,添加银行卡,7,7,5
user_000051,跨行转入,9,9,1
user_000051,大样本周期_interval_0607,8,8,2
user_000051,查看黄金行情,8,8,3
user_000051,添加银行卡,8,8,4
user_000051,查看理财产品,7,7,5
user_000052,风险评估,11,11,1
user_000052,银行卡管理,9,9,2
user_000052,跨行转入,8,8,3
user_000052,查看理财产品,8,8,4
user_000052,添加银行卡,7,7,5
user_000053,风险评估,10,10,1
user_000053,结构性存款,10,10,2
user_000053,买黄金,6,6,3
user_000053,查看基金净值,6,6,4
user_000053,添加银行卡,6,6,5
user_000054,结构性存款,9,9,1
user_000054,查看基金净值,9,9,2
user_000054,查交易明细,8,8,3
user_000054,大样本周期_monthly_0026,8,8,4
user_000054,查银行卡,7,7,5
user_000055,添加银行卡,12,12,1
user_000055,大样本固定时段_early_morning_0328,10,10,2
user_000055,大样本周期_daily_0528,9,9,3
user_000055,查还款结果,9,9,4
user_000055,预约网点取号,8,8,5
user_000056,大样本非近期高频_low_concentration_0062,12,11,1
user_000056,快捷支付,11,11,2
user_000056,大样本非固定时段_low_share_0062,11,11,3
user_000056,查看黄金行情,10,10,4
user_000056,查交易结果,9,9,5
user_000057,大样本非固定时段_low_share_0065,11,11,1
user_000057,大样本非近期高频_low_lift_0065,10,9,2
user_000057,预约网点取号,9,9,3
user_000057,查账户明细,8,8,4
user_000057,短信验证,8,8,5
user_000058,大样本固定时段_early_morning_0744,10,10,1
user_000058,大样本周期_daily_0944,9,9,2
user_000058,收款码,9,9,3
user_000058,银行卡管理,8,8,4
user_000058,查还款结果,8,8,5
user_000059,大样本非近期高频_long_term_high_freq_0571,30,25,1
user_000059,查看黄金行情,9,9,2
user_000059,查还款结果,8,8,3
user_000059,买黄金,8,8,4
user_000059,结构性存款,8,8,5
user_000060,大样本非近期高频_low_concentration_0022,12,11,1
user_000060,收款码,10,10,2
user_000060,短信验证,9,9,3
user_000060,查还款结果,8,8,4
user_000060,买黄金,7,7,5
user_000061,大样本固定时段_evening_0571,10,10,1
user_000061,查交易结果,8,8,2
user_000061,查银行卡,8,8,3
user_000061,查账户明细,8,8,4
user_000061,查看理财产品,7,7,5
user_000062,买黄金,11,11,1
user_000062,短信验证,9,9,2
user_000062,快捷支付,8,8,3
user_000062,大样本周期_monthly_0010,8,8,4
user_000062,预约网点取号,7,7,5
user_000063,大样本周期_daily_0104,9,9,1
user_000063,查还款结果,9,9,2
user_000063,短信验证,8,8,3
user_000063,买黄金,7,7,4
user_000063,查看理财产品,7,7,5
user_000064,大样本周期_interval_0127,8,8,1
user_000064,跨行转入,8,8,2
user_000064,买黄金,7,7,3
user_000064,查还款结果,7,7,4
user_000064,查银行卡,7,7,5
user_000065,大样本非近期高频_long_term_high_freq_0451,30,25,1
user_000065,查账户明细,9,9,2
user_000065,收款码,7,7,3
user_000065,查看理财产品,7,7,4
user_000065,短信验证,6,6,5
user_000066,大样本非固定时段_low_share_0560,11,11,1
user_000066,买黄金,9,9,2
user_000066,查还款结果,8,8,3
user_000066,添加银行卡,8,8,4
user_000066,预约网点取号,7,7,5
user_000067,大样本非近期高频_low_lift_0505,10,9,1
user_000067,收款码,8,8,2
user_000067,预约网点取号,8,8,3
user_000067,查看理财产品,7,7,4
user_000067,添加银行卡,7,7,5
user_000068,大样本非近期高频_low_lift_0693,10,9,1
user_000068,查看理财产品,8,8,2
user_000068,买黄金,8,8,3
user_000068,查看黄金行情,7,7,4
user_000068,添加银行卡,7,7,5
user_000069,跨行转入,10,10,1
user_000069,快捷支付,8,8,2
user_000069,查账户明细,7,7,3
user_000069,查看基金净值,7,7,4
user_000069,风险评估,7,7,5
user_000070,大样本周期_interval_0379,8,8,1
user_000070,预约网点取号,8,8,2
user_000070,结构性存款,8,8,3
user_000070,买黄金,8,8,4
user_000070,短信验证,7,7,5
user_000071,大样本非近期高频_low_concentration_0610,12,11,1
user_000071,买黄金,10,10,2
user_000071,风险评估,8,8,3
user_000071,快捷支付,7,7,4
user_000071,查交易明细,7,7,5
user_000072,大样本非近期高频_long_term_high_freq_0707,30,25,1
user_000072,大样本非固定时段_low_share_0707,11,11,2
user_000072,买黄金,9,9,3
user_000072,预约网点取号,8,8,4
user_000072,短信验证,8,8,5
user_000073,跨行转入,10,10,1
user_000073,大样本固定时段_morning_0461,10,10,2
user_000073,短信验证,8,8,3
user_000073,结构性存款,8,8,4
user_000073,添加银行卡,7,7,5
user_000074,查交易明细,13,13,1
user_000074,收款码,10,10,2
user_000074,结构性存款,10,10,3
user_000074,大样本固定时段_morning_0957,10,10,4
user_000074,查还款结果,9,9,5
user_000075,风险评估,10,10,1
user_000075,大样本周期_daily_0696,9,9,2
user_000075,查银行卡,9,9,3
user_000075,收款码,9,9,4
user_000075,跨行转入,8,8,5
user_000076,大样本非固定时段_low_share_0056,11,11,1
user_000076,预约网点取号,10,10,2
user_000076,查看理财产品,8,8,3
user_000076,快捷支付,7,7,4
user_000076,结构性存款,7,7,5
user_000077,跨行转入,13,13,1
user_000077,添加银行卡,8,8,2
user_000077,查账户明细,8,8,3
user_000077,银行卡管理,8,8,4
user_000077,收款码,7,7,5
user_000078,大样本非近期高频_low_concentration_0114,12,11,1
user_000078,短信验证,10,10,2
user_000078,银行卡管理,9,9,3
user_000078,查看理财产品,9,9,4
user_000078,收款码,8,8,5
user_000079,添加银行卡,10,10,1
user_000079,大样本固定时段_morning_0681,10,10,2
user_000079,快捷支付,9,9,3
user_000079,查交易结果,9,9,4
user_000079,查还款结果,8,8,5
user_000080,大样本非近期高频_low_concentration_0034,12,11,1
user_000080,风险评估,9,9,2
user_000080,添加银行卡,8,8,3
user_000080,预约网点取号,8,8,4
user_000080,查看黄金行情,7,7,5
user_000081,大样本固定时段_evening_0779,10,10,1
user_000081,大样本近期高频_0579,9,6,2
user_000081,大样本周期_interval_0979,8,8,3
user_000081,查交易结果,8,8,4
user_000081,风险评估,7,7,5
user_000082,大样本非近期高频_long_term_high_freq_0407,30,25,1
user_000082,查银行卡,11,11,2
user_000082,大样本非固定时段_low_share_0407,11,11,3
user_000082,查交易明细,9,9,4
user_000082,结构性存款,9,9,5
user_000083,短信验证,12,12,1
user_000083,大样本非近期高频_low_concentration_0698,12,11,2
user_000083,大样本非固定时段_low_share_0698,11,11,3
user_000083,买黄金,8,8,4
user_000083,查看理财产品,8,8,5
user_000084,收款码,10,10,1
user_000084,快捷支付,9,9,2
user_000084,查银行卡,9,9,3
user_000084,结构性存款,9,9,4
user_000084,预约网点取号,7,7,5
user_000085,大样本非近期高频_long_term_high_freq_0211,30,25,1
user_000085,查看黄金行情,13,13,2
user_000085,添加银行卡,10,10,3
user_000085,风险评估,8,8,4
user_000085,查看理财产品,7,7,5
user_000086,添加银行卡,11,11,1
user_000086,大样本非固定时段_low_share_0281,11,11,2
user_000086,跨行转入,10,10,3
user_000086,大样本非近期高频_low_lift_0281,10,9,4
user_000086,查交易明细,8,8,5
user_000087,银行卡管理,12,12,1
user_000087,大样本非近期高频_low_concentration_0562,12,11,2
user_000087,风险评估,8,8,3
user_000087,结构性存款,8,8,4
user_000087,收款码,8,8,5
user_000088,查看黄金行情,9,9,1
user_000088,添加银行卡,7,7,2
user_000088,短信验证,7,7,3
user_000088,查交易结果,6,6,4
user_000088,查账户明细,6,6,5
user_000089,大样本非固定时段_low_share_0449,11,11,1
user_000089,查银行卡,10,10,2
user_000089,大样本非近期高频_low_lift_0449,10,9,3
user_000089,查交易结果,8,8,4
user_000089,买黄金,8,8,5
user_000090,添加银行卡,9,9,1
user_000090,快捷支付,9,9,2
user_000090,大样本近期高频_0703,8,6,3
user_000090,查看基金净值,7,7,4
user_000090,跨行转入,7,7,5
user_000091,添加银行卡,11,11,1
user_000091,大样本非近期高频_low_lift_0201,10,9,2
user_000091,买黄金,9,9,3
user_000091,收款码,7,7,4
user_000091,结构性存款,7,7,5
user_000092,大样本非近期高频_low_concentration_0422,12,11,1
user_000092,大样本非固定时段_low_share_0422,11,11,2
user_000092,风险评估,8,8,3
user_000092,跨行转入,7,7,4
user_000092,查银行卡,7,7,5
user_000093,短信验证,9,9,1
user_000093,查银行卡,8,8,2
user_000093,查交易明细,8,8,3
user_000093,查账户明细,7,7,4
user_000093,查还款结果,7,7,5
user_000094,查看黄金行情,9,9,1
user_000094,查交易结果,8,8,2
user_000094,银行卡管理,8,8,3
user_000094,查看理财产品,7,7,4
user_000094,收款码,6,6,5
user_000095,查还款结果,14,14,1
user_000095,大样本非近期高频_low_concentration_0786,12,11,2
user_000095,快捷支付,10,10,3
user_000095,结构性存款,7,7,4
user_000095,风险评估,7,7,5
user_000096,查还款结果,10,10,1
user_000096,结构性存款,9,9,2
user_000096,大样本周期_weekly_0393,8,8,3
user_000096,买黄金,8,8,4
user_000096,短信验证,7,7,5
user_000097,银行卡管理,8,8,1
user_000097,查账户明细,8,8,2
user_000097,大样本近期高频_0777,7,6,3
user_000097,查交易结果,6,6,4
user_000097,风险评估,6,6,5
user_000098,添加银行卡,10,10,1
user_000098,大样本非近期高频_low_lift_0217,10,9,2
user_000098,查交易明细,9,9,3
user_000098,收款码,9,9,4
user_000098,查银行卡,8,8,5
user_000099,买黄金,10,10,1
user_000099,大样本近期高频_0799,9,6,2
user_000099,风险评估,8,8,3
user_000099,短信验证,7,7,4
user_000099,结构性存款,7,7,5
user_000100,收款码,9,9,1
user_000100,查看黄金行情,9,9,2
user_000100,银行卡管理,8,8,3
user_000100,预约网点取号,8,8,4
user_000100,查看理财产品,7,7,5
user_000101,大样本非固定时段_low_share_0569,11,11,1
user_000101,添加银行卡,10,10,2
user_000101,大样本非近期高频_low_lift_0569,10,9,3
user_000101,收款码,9,9,4
user_000101,查看基金净值,8,8,5
user_000102,大样本固定时段_evening_0783,10,10,1
user_000102,查看理财产品,9,9,2
user_000102,银行卡管理,9,9,3
user_000102,大样本周期_interval_0983,8,8,4
user_000102,跨行转入,8,8,5
user_000103,大样本周期_interval_0923,8,8,1
user_000103,大样本近期高频_0523,8,6,2
user_000103,银行卡管理,7,7,3
user_000103,查交易结果,7,7,4
user_000103,买黄金,7,7,5
user_000104,查还款结果,9,9,1
user_000104,短信验证,8,8,2
user_000104,大样本周期_weekly_0177,8,8,3
user_000104,预约网点取号,6,6,4
user_000104,查账户明细,6,6,5
user_000105,大样本周期_daily_0620,8,8,1
user_000105,买黄金,8,8,2
user_000105,查看理财产品,8,8,3
user_000105,结构性存款,7,7,4
user_000105,短信验证,7,7,5
user_000106,查交易结果,11,11,1
user_000106,收款码,10,10,2
user_000106,大样本固定时段_morning_0569,10,10,3
user_000106,大样本近期高频_0369,9,6,4
user_000106,大样本周期_weekly_0769,8,8,5
user_000107,快捷支付,9,9,1
user_000107,银行卡管理,7,7,2
user_000107,大样本周期_weekly_0765,7,7,3
user_000107,短信验证,7,7,4
user_000107,风险评估,6,6,5
user_000108,快捷支付,9,9,1
user_000108,结构性存款,9,9,2
user_000108,查看理财产品,8,8,3
user_000108,添加银行卡,8,8,4
user_000108,查还款结果,8,8,5
user_000109,快捷支付,9,9,1
user_000109,查交易结果,8,8,2
user_000109,查还款结果,8,8,3
user_000109,收款码,7,7,4
user_000109,查看基金净值,7,7,5
user_000110,大样本非近期高频_low_concentration_0258,12,11,1
user_000110,查银行卡,9,9,2
user_000110,银行卡管理,9,9,3
user_000110,添加银行卡,8,8,4
user_000110,查还款结果,8,8,5
user_000111,买黄金,12,12,1
user_000111,大样本固定时段_evening_0091,10,10,2
user_000111,结构性存款,9,9,3
user_000111,查账户明细,8,8,4
user_000111,大样本周期_interval_0291,7,7,5
user_000112,大样本非近期高频_long_term_high_freq_0599,30,25,1
user_000112,大样本非固定时段_low_share_0599,11,11,2
user_000112,查交易明细,9,9,3
user_000112,买黄金,9,9,4
user_000112,银行卡管理,8,8,5
user_000113,大样本固定时段_evening_0495,10,10,1
user_000113,银行卡管理,9,9,2
user_000113,查看理财产品,8,8,3
user_000113,大样本周期_interval_0695,8,8,4
user_000113,收款码,8,8,5
user_000114,查看理财产品,12,12,1
user_000114,查看黄金行情,11,11,2
user_000114,大样本周期_daily_0840,9,9,3
user_000114,查交易结果,7,7,4
user_000114,预约网点取号,7,7,5
user_000115,大样本周期_daily_0968,9,9,1
user_000115,查看理财产品,9,9,2
user_000115,短信验证,8,8,3
user_000115,查交易结果,8,8,4
user_000115,快捷支付,8,8,5
user_000116,大样本非近期高频_low_concentration_0550,12,11,1
user_000116,短信验证,9,9,2
user_000116,查看黄金行情,7,7,3
user_000116,查账户明细,7,7,4
user_000116,结构性存款,6,6,5
user_000117,查看黄金行情,10,10,1
user_000117,大样本固定时段_early_morning_0648,10,10,2
user_000117,大样本周期_daily_0848,9,9,3
user_000117,跨行转入,9,9,4
user_000117,结构性存款,8,8,5
user_000118,查银行卡,10,10,1
user_000118,查看黄金行情,9,9,2
user_000118,大样本周期_daily_0652,8,8,3
user_000118,查账户明细,7,7,4
user_000118,风险评估,7,7,5
user_000119,大样本非固定时段_low_share_0428,11,11,1
user_000119,添加银行卡,10,10,2
user_000119,短信验证,8,8,3
user_000119,查看基金净值,7,7,4
user_000119,查看黄金行情,6,6,5
user_000120,查银行卡,9,9,1
user_000120,结构性存款,9,9,2
user_000120,大样本周期_interval_0971,8,8,3
user_000120,查账户明细,8,8,4
user_000120,短信验证,7,7,5
user_000121,查银行卡,10,10,1
user_000121,大样本固定时段_morning_0729,10,10,2
user_000121,快捷支付,9,9,3
user_000121,跨行转入,9,9,4
user_000121,大样本近期高频_0529,9,6,5
user_000122,买黄金,10,10,1
user_000122,大样本周期_interval_0239,8,8,2
user_000122,结构性存款,8,8,3
user_000122,快捷支付,7,7,4
user_000122,预约网点取号,6,6,5
user_000123,大样本非近期高频_long_term_high_freq_0475,30,25,1
user_000123,查看理财产品,10,10,2
user_000123,查交易结果,10,10,3
user_000123,银行卡管理,9,9,4
user_000123,查看黄金行情,8,8,5
user_000124,查还款结果,8,8,1
user_000124,预约网点取号,8,8,2
user_000124,查账户明细,8,8,3
user_000124,结构性存款,8,8,4
user_000124,风险评估,7,7,5
user_000125,大样本非近期高频_low_concentration_0530,12,11,1
user_000125,大样本非固定时段_low_share_0530,11,11,2
user_000125,跨行转入,8,8,3
user_000125,买黄金,8,8,4
user_000125,预约网点取号,8,8,5
user_000126,查交易明细,10,10,1
user_000126,大样本固定时段_early_morning_0924,10,9,2
user_000126,大样本近期高频_0724,8,5,3
user_000126,查还款结果,7,7,4
user_000126,短信验证,7,7,5
user_000127,大样本非近期高频_long_term_high_freq_0327,30,25,1
user_000127,查看理财产品,10,10,2
user_000127,银行卡管理,8,8,3
user_000127,查交易明细,8,8,4
user_000127,添加银行卡,7,7,5
user_000128,大样本非近期高频_low_concentration_0314,12,11,1
user_000128,查还款结果,11,11,2
user_000128,大样本非固定时段_low_share_0314,11,11,3
user_000128,结构性存款,11,11,4
user_000128,添加银行卡,10,10,5
user_000129,大样本周期_daily_0192,9,9,1
user_000129,查银行卡,8,8,2
user_000129,预约网点取号,7,7,3
user_000129,快捷支付,7,7,4
user_000129,结构性存款,7,7,5
user_000130,添加银行卡,10,10,1
user_000130,大样本固定时段_early_morning_0284,10,10,2
user_000130,结构性存款,9,9,3
user_000130,银行卡管理,9,9,4
user_000130,查交易明细,9,9,5
user_000131,大样本固定时段_evening_0687,10,10,1
user_000131,短信验证,9,9,2
user_000131,查账户明细,9,9,3
user_000131,查看基金净值,8,8,4
user_000131,大样本周期_interval_0887,8,8,5
user_000132,收款码,11,11,1
user_000132,查交易结果,9,9,2
user_000132,查看黄金行情,8,8,3
user_000132,短信验证,7,7,4
user_000132,快捷支付,7,7,5
user_000133,结构性存款,10,10,1
user_000133,大样本非近期高频_low_lift_0213,10,9,2
user_000133,查交易结果,9,9,3
user_000133,查看黄金行情,8,8,4
user_000133,跨行转入,7,7,5
user_000134,查交易结果,9,9,1
user_000134,添加银行卡,8,8,2
user_000134,查看黄金行情,8,8,3
user_000134,快捷支付,7,7,4
user_000134,结构性存款,7,7,5
user_000135,添加银行卡,13,13,1
user_000135,查看理财产品,10,10,2
user_000135,查看黄金行情,10,10,3
user_000135,买黄金,9,9,4
user_000135,快捷支付,8,8,5
user_000136,买黄金,8,8,1
user_000136,收款码,8,8,2
user_000136,短信验证,8,8,3
user_000136,查还款结果,7,7,4
user_000136,查看基金净值,6,6,5
user_000137,买黄金,11,11,1
user_000137,短信验证,10,10,2
user_000137,大样本固定时段_afternoon_0814,10,10,3
user_000137,预约网点取号,8,8,4
user_000137,收款码,8,8,5
user_000138,大样本非近期高频_long_term_high_freq_0763,30,25,1
user_000138,添加银行卡,9,9,2
user_000138,查看理财产品,8,8,3
user_000138,买黄金,7,7,4
user_000138,查账户明细,7,7,5
user_000139,大样本非近期高频_low_concentration_0030,12,11,1
user_000139,银行卡管理,7,7,2
user_000139,快捷支付,6,6,3
user_000139,查还款结果,6,6,4
user_000139,短信验证,6,6,5
user_000140,跨行转入,9,9,1
user_000140,大样本周期_weekly_0825,8,8,2
user_000140,查看黄金行情,7,7,3
user_000140,快捷支付,7,7,4
user_000140,查看基金净值,7,7,5
user_000141,大样本固定时段_morning_0125,10,10,1
user_000141,查银行卡,8,8,2
user_000141,查交易明细,8,8,3
user_000141,银行卡管理,8,8,4
user_000141,查看基金净值,7,7,5
user_000142,大样本固定时段_early_morning_0680,10,10,1
user_000142,大样本周期_daily_0880,9,9,2
user_000142,银行卡管理,9,9,3
user_000142,快捷支付,9,9,4
user_000142,结构性存款,9,9,5
user_000143,查看黄金行情,13,13,1
user_000143,大样本非近期高频_low_concentration_0122,12,11,2
user_000143,大样本非固定时段_low_share_0122,11,11,3
user_000143,查交易明细,8,8,4
user_000143,结构性存款,7,7,5
user_000144,大样本非近期高频_low_concentration_0338,12,11,1
user_000144,大样本非固定时段_low_share_0338,11,11,2
user_000144,添加银行卡,10,10,3
user_000144,风险评估,8,8,4
user_000144,查交易明细,7,7,5
user_000145,大样本非近期高频_long_term_high_freq_0735,30,25,1
user_000145,查银行卡,9,9,2
user_000145,查看理财产品,9,9,3
user_000145,买黄金,9,9,4
user_000145,查看黄金行情,8,8,5
user_000146,结构性存款,10,10,1
user_000146,大样本固定时段_early_morning_0296,10,10,2
user_000146,大样本周期_daily_0496,9,9,3
user_000146,买黄金,9,9,4
user_000146,银行卡管理,8,8,5
